SAMPLE ID,SIO2,TIO2,AL2O3,MNO,MGO,CAO,NA2O,K2O,P2O5,class
W198715,64.8,0.63,11.6,0.06,4.6,1.8,2.6,1.4,0.32,Sand
W198716,46.2,0.53,11,0.21,3.9,14.1,2.7,0.85,0.37,Sand
W198717,44.6,0.5,9.9,0.42,2.8,16.7,2.9,0.74,0.4,Sand
W198718,70.1,0.46,10.3,0.11,2.3,1.3,2,0.43,0.19,Sand
W198719,65.3,0.4,9.4,0.13,2.3,6.3,2,0.46,0.22,Sand
W198720,41.7,0.48,8.7,0.28,2.1,20.2,2.1,0.32,0.33,Sand
W198721,62.8,0.56,11.4,0.08,2.4,3.4,1.9,0.35,0.22,Sand
W198722,65.2,0.61,12.2,0.03,3.6,0.73,1.9,0.96,0.26,Sand
W198723,55.5,0.61,7.5,0.41,1,15,1.1,0.33,0.24,Sand
W198740,38.8,0.52,9.6,0.41,1.8,21.5,1.8,0.92,0.15,Sand
W198724,51.8,0.56,9.2,0.2,2.3,14.2,1.7,0.95,0.27,Sand
W198725,64.7,0.65,12,0.05,4.2,2.3,2.1,0.99,0.27,Sand
W198726,59.7,0.53,10.4,0.28,2.6,7,1.6,0.64,0.19,Sand
W198727,58.3,0.67,8.7,0.4,2,10.2,1.2,0.89,0.16,Sand
W198728,52.7,0.6,10.1,0.33,1.5,13.3,1.6,1.3,0.17,Sand
W198729,46,1.1,10.3,0.36,1.2,15.3,1.9,2,0.18,Sand
W198730,54.9,0.62,9.1,0.22,1.6,12.7,1.4,1.1,0.28,Sand
W198731,45.9,0.53,9.7,0.35,1.5,17.9,1.8,1.9,0.25,Sand
W198732,45.8,0.46,8.9,0.46,2.5,19.3,1.9,1,0.17,Sand
W198733,63.3,0.75,12.7,0.07,3.8,4.3,2.8,1.1,0.12,Sand
W198734,62.1,0.94,13.6,0.03,3,2.7,3.2,2,0.17,Sand
W198735,50.1,0.61,11,0.42,1.5,14.5,2.6,2.1,0.15,Sand
W198736,52.3,0.51,10.2,0.35,1.8,14.7,2.2,1.7,0.16,Sand
W198737,52.9,0.48,10.2,0.3,1.5,14.8,2.2,1.7,0.12,Sand
W198738,57.9,0.52,10.1,0.23,1.4,11,2.3,1.9,0.13,Sand
W198739,46.3,0.49,8.9,0.21,1.5,18.5,2,1.5,0.14,Sand
W198741,52.8,0.44,10.4,0.29,1.9,15.5,2.7,0.85,0.09,Sand
W198742,44.7,0.5,10.6,0.46,2.1,19.6,2.4,0.98,0.14,Sand
W198743,59.4,0.68,12.5,0.15,1.9,7,2.9,2.1,0.15,Sand
W198744,38.4,0.42,9,0.27,2.6,13.3,1.7,1.7,0.55,Sand
W198745,64.2,0.7,13.6,0.03,1.5,1.4,3,2.9,0.15,Sand
W198746,54.7,0.76,8.3,0.45,1.6,12.4,1.4,0.96,0.08,Sand
W198747,68.9,0.52,9.8,0.15,1.4,6.4,2.2,0.93,0.07,Sand
W198748,53.4,0.49,9.5,0.37,1.1,16.2,2,0.81,0.09,Sand
W198749,74.4,0.49,8.9,0.05,3.6,1.1,1.6,0.83,0.07,Sand
W198750,72.5,0.57,9.4,0.03,3.6,0.35,2.1,1,0.06,Sand
W198751,52.4,0.54,10,0.27,1.4,16.4,2.1,0.77,0.1,Sand
W198752,70.9,0.59,11.6,0.07,2.2,1.4,2.9,1.4,0.1,Sand
W198904,70.5,0.56,13,0.02,1.4,1.5,2.7,2.1,0.12,Sand
W198914,68.2,0.75,13.6,0.03,2.5,0.65,3.2,1.9,0.16,Sand
W198924,74.7,0.31,7.5,0.05,1.6,5.4,1.1,1.7,0.15,Sand
W198926,69.3,0.94,10.6,0.02,3.2,1.5,2.6,0.97,0.26,Sand
W201656,73.2,0.26,12.6,0.05,1.1,2.9,2.7,2.3,0.12,Sand
W202231,73.5,0.26,6.5,0.02,1.4,0.76,1.6,2.35,0.2,Sand
W202233,70.1,0.42,14.8,0.03,0.8,0.92,3.2,5,0.05,Sand
W203850,65.4,0.64,10.4,0.09,2.5,2.7,2.1,0.37,0.04,Sand
W203851,65.2,0.61,11.6,0.03,2.6,3.3,2.3,0.37,0.05,Sand
W203852,62.2,0.56,14.6,0.08,3,3.1,4,1,0.09,Sand
W203853,71.8,0.56,10.2,0.09,2.1,0.84,2.7,0.21,0.04,Sand
W203855,69.1,0.68,11.5,0.08,2.9,1.7,3.2,0.77,0.12,Sand
W203856,62.7,0.62,14.2,0.09,4.2,1.9,5,0.3,0.1,Sand
W203857,68.4,0.56,12.8,0.03,3.2,0.22,3.3,0.93,0.14,Sand
W203884,76.2,0.42,12.3,0.26,1.8,0.49,3.3,1.3,0.07,Sand
W203887,61.6,0.61,14.7,0.12,2.7,4.6,4,1.7,0.32,Sand
W203888,75.1,0.51,11.9,0.06,1.5,1,3.2,1.2,0.08,Sand
W203889,70.9,0.66,14.5,0.05,1,1.8,3.6,1.8,0.15,Sand
W203890,79.5,0.35,9.9,0.04,1.3,1.1,3,0.84,0.08,Sand
W203897,59.9,2.4,12.1,0.21,2.2,2.8,2.8,1.4,0.27,Sand
W212251,62.5,0.85,16,0.09,3.4,0.55,2.6,2.1,0.23,Sand
W212232,71.3,0.56,13.8,0.08,1.6,1.3,3.1,1.9,0.15,Sand
W212222,68.1,0.69,12.1,0.95,1.8,4.1,2.6,2,0.09,Sand
W212220,73.7,0.5,10.8,0.74,2.8,1.3,3,0.71,0.14,Sand
W212236,70.6,0.56,12.5,0.14,2.2,1.1,3.2,1.5,0.14,Sand
W212238,66.5,0.71,13.7,0.09,4.4,0.91,3.2,1.1,0.17,Sand
W212243,58.6,0.52,16.4,0.18,3.5,5,6.1,0.06,0.13,Sand
W212253,65,0.72,15.3,0.06,3.8,0.29,3.3,1.5,0.19,Sand
W212255,69.7,0.63,11.5,0.06,3.4,0.94,2.7,0.77,0.18,Sand
W220494,29.1,0.42,7.29,0.25,1.12,30,0.7,1.48,0.13,Sand
W232265,68.6,0.82,11.7,0.12,2.3,4.8,2.6,0.29,0.17,Sand
W236447,66.5,0.61,18.4,0.08,0.86,4.3,4.5,1.3,0.22,Sand
W236464,67,0.37,15.3,0.07,2.4,3,6,0.99,0.1,Sand
W236863,61.9,0.64,16.4,0.09,3.6,2.7,3.6,2.3,0.2,Sand
W236982,38,1,11.5,0.93,6,9.7,1.2,0.4,0.1,Sand
W236991,71.9,0.3,14.9,0.04,1.3,1.9,2.5,2.6,0.13,Sand
W237706,86.8,0.06,1.9,0.01,0.5,4.6,0.04,1.5,0.04,Sand
W237708,95.6,0.09,1.2,0.01,0.11,0.88,0.01,0.88,0.02,Sand
W237711,69.1,0.12,1.6,0.02,2.6,12.1,0.02,1,0.05,Sand
W237713,89.6,0.06,2.1,0.01,1.3,2,0.04,1.6,0.04,Sand
W246633,80.6,0.15,3.21,0.06,0.46,5.2,0.72,0.74,0.08,Sand
W248528,67.8,0.63,14.8,0.09,1.23,2.34,5.55,1.15,0.09,Sand
W251318,98.3,0.17,1.4,0.18,0.1,0.1,0.03,0.07,0.02,Sand
W203867,67.9,0.51,13,0.09,1.7,3.9,2.6,1.5,0.23,Sand
W203868,70.4,0.54,12.1,0.08,2.3,1.7,3.6,1.1,0.17,Sand
W203883,68.5,0.61,15.6,0.1,2.1,0.34,3,2.1,0.07,Sand
W203882,76.2,0.3,11,0.06,1.2,1.5,3.3,1.4,0.03,Sand
W203891,69.8,0.53,14.2,0.05,1.5,1.3,4.1,1.8,0.11,Sand
W203892,70.6,0.5,13.3,0.05,1.8,1.6,3.2,1.5,0.1,Sand
W203893,68.1,0.6,14.1,0.07,2.2,1.3,3.3,1.7,0.12,Sand
W203894,69.7,0.61,13.7,0.07,1.8,1.9,3.8,1.3,0.11,Sand
W203895,75.3,0.49,12.1,0.04,1.6,0.71,3.9,1.1,0.17,Sand
W203896,59.9,2.4,14.1,0.23,2.2,2.7,3,1.3,0.24,Sand
198174,57.5,0.72,18.66,0.24,2.89,1.01,5.87,3.17,0.07,Sand
203729,68.37,0.69,13.52,0.09,3.02,2.44,2.58,2.31,0.1,Sand
203730,72.08,0.58,12.92,0.07,1.9,2.13,3.34,1.78,0.08,Sand
203759,63.45,0.81,16.77,0.1,3.58,2.81,2.6,1.98,0.1,Sand
203760,69.57,0.62,13.92,0.07,2.24,2.52,3.16,2.15,0.1,Sand
203761,64.4,0.79,15.99,0.1,3.12,3.36,3.2,1.97,0.11,Sand
217606,61.98,0.72,17,0.1,2.72,2.86,3.99,1.85,0.15,Sand
217620,53.52,0.84,15.67,0.12,5.17,8.15,6.02,0.27,0.33,Sand
217645,76.2,0.47,11.99,0.05,1.35,1.11,3.44,1.4,0.1,Sand
60353-B-6,85.5,0.54,6.79,0.02,0.37,0.1,0.9,1.11,0.08,Sand
60354-B-10B,78.7,0.55,5.66,0.27,0.34,0.13,0.59,0.89,0.19,Sand
226129,75.76,0.44,13.94,0.05,0.73,0.09,2.24,2.76,0.04,Sand
226130,78.57,0.35,11.94,0.04,0.61,0.23,3.46,1.55,0.03,Sand
226131,81.51,0.33,10.45,0.06,0.23,0.17,2.21,2.96,0.03,Sand
226132,76.6,0.33,10.88,0.15,0.34,3.62,2.67,2.82,0.08,Sand
238507,39,1.02,13.93,0.19,2.15,7.55,4.58,1.55,0.3,Sand
237615,60.39,0.43,18.15,0.07,2.9,1.15,1.12,5.92,0.12,Sand
237616,73.69,0.25,12.89,0.03,1,2.01,3.47,3.3,0.13,Sand
237617,66.61,0.32,12.32,0.07,2.08,5,2.38,3.31,0.15,Sand
233691,51.7,1.07,16.7,0.13,4.49,1.55,3.58,5.51,0.27,Sand
233692,57.1,1.08,18,0.16,2.84,1.61,4.77,5.25,0.32,Sand
233754,86.07,0.44,7.09,0.02,0.26,0.1,1.25,1.25,0.05,Sand
233755,62.51,0.74,15.88,0.1,3.31,1.58,4.18,2.23,0.17,Sand
63584-272/01,72.35,0.57,13.95,0.07,1.19,2.67,3.36,2.04,0.11,Sand
235878,59.74,0.7,15.05,0.21,3.07,3.84,1.88,1.65,0.35,Sand
63586-22/98,67.82,0.82,16.4,0.05,2.15,0.45,3.78,1.84,0.15,Sand
63586-22/98,64.84,0.78,15.68,0.05,2.05,0.43,3.61,1.75,0.14,Sand
63582-135/98,67.83,0.51,11.99,0.14,1.58,8.75,3.78,0.71,0.09,Sand
63582-135/98,62.73,0.46,11.09,0.13,1.46,8.09,3.5,0.66,0.08,Sand
63582-148/98,71.16,0.64,13.18,0.1,1.85,2.63,3.58,1.06,0.11,Sand
63582-148/98,68.24,0.61,12.64,0.1,1.77,2.52,3.43,1.02,0.1,Sand
63584-270/01,73.76,0.64,14.14,0.03,1.38,0.45,3.76,1.91,0.12,Sand
63584-270/01,71.88,0.62,13.78,0.03,1.34,0.44,3.66,1.86,0.12,Sand
63584-274/01,76.26,0.55,12.31,0.03,1.35,0.1,3.5,1.3,0.12,Sand
63584-274/01,74.59,0.53,12.04,0.03,1.32,0.1,3.42,1.26,0.11,Sand
63584-272/01,69.14,0.54,13.33,0.07,1.14,2.55,3.21,1.94,0.11,Sand
63586-3/98,63.98,0.94,17.13,0.07,2.82,0.93,4.06,1.88,0.16,Sand
63586-3/98,61.18,0.89,16.38,0.06,2.69,0.89,3.88,1.8,0.16,Sand
63586-10/98,66.01,0.76,16.01,0.1,2.01,2.84,4.5,1.56,0.16,Sand
63586-10/98,62.98,0.72,15.27,0.09,1.92,2.7,4.29,1.48,0.15,Sand
235895,72.19,0.29,15.54,0.04,0.91,1.97,4.8,2.23,0.1,Sand
235896,72.82,0.44,15.13,0.05,1.2,1.16,3.67,2.04,0.1,Sand
237618,73.57,0.28,13.01,0.03,1.04,1.92,2.98,3.34,0.13,Sand
237612,73.36,0.25,12.47,0.04,1.08,2.52,3.2,2.8,0.15,Sand
237613,63.42,0.44,12.8,0.1,3.16,4.55,3.9,1.32,0.14,Sand
237608,69.5,0.35,14.58,0.03,1.53,1.32,3.4,3.6,0.13,Sand
237609,70.42,0.29,12.83,0.04,1.85,2.41,3.2,3.2,0.12,Sand
237610,66.88,0.43,14.79,0.04,2.54,1.96,1.7,4.2,0.14,Sand
237611,63.88,0.39,13.5,0.08,2.54,3.78,3.7,3.3,0.13,Sand
238051,50.51,1.93,14.78,0.04,3.19,1.36,1.43,3.85,0.1,Sand
238052,61.98,1.65,12.92,0.07,2.55,2.17,1.65,1.87,0.11,Sand
238053,51,1.93,15.17,0.07,3.49,2.01,3.21,2.68,0.19,Sand
238055,42.5,2.27,14.36,0.14,6.04,4.14,3.41,0.53,0.19,Sand
238056,54.26,1.83,13.28,0.07,3.84,2.43,2.73,1.45,0.2,Sand
238058,62.02,1.76,16.59,0.03,1.11,1.53,3.3,3.47,0.07,Sand
238442,37.68,0.95,9.25,0.11,11.29,10.44,2.29,0.1,0.1,Sand
238503,45.28,0.99,14.23,0.19,7.62,7.5,3.34,0.32,0.11,Sand
238512,91.22,0.24,3.01,0.03,0.31,0.83,1.21,0.22,0.14,Sand
238513,89.87,0.28,3.91,0.03,0.57,0.51,1.68,0.27,0.13,Sand
238514,67.78,0.74,14.62,0.05,1.36,1.93,5.88,1.4,0.13,Sand
65012-2,40.88,0.51,7.08,0.05,9.58,14,1.1,2.55,0.14,Sand
65015-5,71.62,0.22,13.52,0.03,1.56,1.32,3.63,2.85,0.08,Sand
241765,49.36,1.05,7.36,0.49,2.82,15.3,1,0.7,0.08,Sand
241767,74.46,0.4,6.66,0.06,2.4,2.86,0.64,0.62,1.4,Sand
65012-4,74.5,0.88,9.06,0.04,1.04,1.02,0.61,4.77,0.07,Sand
241840,67.28,0.17,7.26,0.04,4.25,7.03,0.51,4.43,0.49,Sand
65014-4,75.36,0.35,7.86,0.06,1.55,2.75,0.38,4.49,0.25,Sand
244942,77.32,0.29,11.48,0.03,2.19,3.33,1.96,0.78,0.05,Sand
244943,57.68,0.71,16.01,0.13,5.04,8.87,2.77,0.43,0.13,Sand
244944,53.44,0.54,17.62,0.11,6.67,8.93,3.25,1.64,0.11,Sand
244945,73.73,0.32,13.71,0.04,0.5,2.33,4.42,1.69,0.06,Sand
244946,47.91,1.12,16.75,0.18,4.14,10.94,3.19,0.41,0.11,Sand
244947,73.26,0.28,10.12,0.13,3.07,3.86,0.17,0.8,0.03,Sand
244948,62.86,0.83,16.46,0.13,2.72,4.86,2.1,1.27,0.12,Sand
244949,49.82,1.36,21.18,0.32,3.02,4.36,4.37,1.37,0.13,Sand
244950,72.39,0.32,14.43,0.04,1.28,3.6,3.49,1.29,0.03,Sand
244951,72.39,0.32,14.43,0.04,1.28,3.6,3.49,1.29,0.03,Sand
244952,64.09,0.89,17.78,0.14,2.3,1.39,1.83,3.43,0.08,Sand
244953,64.06,0.76,16.17,0.12,2.28,3.08,3.12,1.98,0.07,Sand
244954,70.51,0.12,17.91,0.02,2.07,1.85,2.43,3.44,0.02,Sand
244955,73.42,0.5,11.67,0.1,2.89,1.78,1.66,1.42,0.08,Sand
244956,61.47,1.14,15.33,0.13,3.55,5.87,2.72,1.15,0.11,Sand
246193,77.64,0.18,13.56,0,0.58,0.01,0,4.76,0.07,Sand
246194,83.45,0.39,9.18,0.04,0.78,0.14,0,2.27,0.14,Sand
246195,85.22,0.26,8.38,0.01,0.4,0.01,0,2.31,0.07,Sand
247468,72.1,0.4,14.7,0.04,1.12,1.11,3.1,2.06,0.1,Sand
247481,54.16,0.63,13.18,0.23,1.7,10.29,1.88,1.76,0.13,Sand
247482,61.92,0.71,14.21,0.1,2.31,2.95,2.31,1.99,0.15,Sand
247483,65.03,0.69,14.92,0.08,2.17,1.84,3.19,2.16,0.15,Sand
256866,53.74,0.54,16.1,0.14,3.57,3.76,1.37,5.16,0.07,Sand
256868,25.74,0.35,6.61,0.4,13.9,13.19,3.27,0.49,0.02,Sand
256869,63.5,0.53,11.82,0.03,6.96,0.15,2.42,2.04,0.06,Sand
256870,58.12,0.55,12.81,0.05,9.08,0.15,2.22,1.5,0.05,Sand
256881,60.84,0.56,16.77,0.06,4.19,0.44,0.54,4.91,0.09,Sand
256882,58.3,0.48,13.62,0.1,6.56,1.75,0.93,1.71,0.09,Sand
256900,79.2,0.28,9.91,0.03,0.93,0.61,1.81,1.93,0.06,Sand
256901,32.65,0.09,4.09,0.77,0.77,31.27,1.2,0.38,0.03,Sand
256902,72.22,0.47,11.67,0.08,2.52,1.77,2.34,0.96,0.08,Sand
256903,80.84,0.32,8.42,0.06,1.54,0.42,1.21,1.38,0.07,Sand
256904,68.44,0.22,16,0.06,0.88,2.64,4.79,1.64,0.07,Sand
256906,67.19,0.22,15.93,0.1,0.87,2.86,5.01,1.64,0.06,Sand
256907,63.8,0.37,10.62,0.18,2.57,5.53,2.61,0.77,0.05,Sand
256909,70.38,0.36,13.8,0.07,0.69,2.34,2.79,1.55,0.18,Sand
256910,71.64,0.45,12.66,0.07,2.47,1.55,2.13,1.54,0.09,Sand
256911,61.35,0.54,16.29,0.06,1.76,3.18,6.45,1.17,0.18,Sand
256912,80.26,0.35,8.55,0.08,1.19,0.14,0.73,1.5,0.08,Sand
256913,62.23,0.39,10.88,0.14,6.01,3.46,0.77,1.56,0.06,Sand
258155,79.3,0.361,11.6,0.057,0.58,1.3,2.09,1.84,0.036,Sand
278544,54.44,0.7,18.9,0.12,4.49,7.9,2.23,0.11,0.12,Sand
286257,84.5,0.52,6.69,0.02,0.67,0.51,1.07,0.9,0.07,Sand
"21-204-6-2,60-61",36.79,2.12,9.4,0.1,4.06,14.3,2,2.56,0.18,Sand
"21-204-6-3,48-50",41.31,2.25,10.24,0.15,12.55,5.76,2,1.24,0.26,Sand
"21-204-6-4,99-100",44.16,2.28,9.99,0.09,13.75,3.35,2,0.91,0.26,Sand
"21-204-7-1,92-93",44.65,2.24,10.28,0.08,13.83,3.96,2,0.88,0.25,Sand
"21-204-8-1,127-128",50.85,2.15,9.77,0.15,13.72,3.87,2,1.15,0.24,Sand
"21-204-8-3,86-87",43.44,1.97,8.95,0.09,17.35,3.27,1,0.57,0.23,Sand
"21-204-6-2,66-69",46.9,2.22,12.31,0.183,4.56,12.92,2.47,3.2,0.181,Sand
56,80,0.29,10.85,0.01,0.72,0.35,0.29,3.18,0.06,Sand
U13A,71.62,0.63,11.72,0.05,1.54,1.35,3.01,0.93,0.13,Sand
N16A,65.08,0.6,14.87,0.11,1.87,2.69,2.84,1.2,0.14,Sand
N18B,61.09,0.69,15.65,0.12,2.66,3.61,3.24,1.43,0.23,Sand
N62,70.05,0.53,12.78,0.06,1.59,1.34,2.47,2.36,0.15,Sand
N65,63.86,0.71,15.99,0.1,2.2,2.81,3.46,1.67,0.19,Sand
NY90,66.77,0.68,14.34,0.1,1.57,2.17,4.2,1.46,0.19,Sand
S84F,61.5,0.72,17.22,0.12,1.99,2,4.29,1.45,0.17,Sand
S72D,61.39,0.79,15.47,0.15,1.89,1.93,4.39,1.45,0.17,Sand
S233B,63.93,0.67,13.38,0.12,2.09,2.83,3.1,0.95,0.14,Sand
624B,73.66,0.19,15.02,0.01,0.31,1.37,3.87,3.92,0.16,Sand
622B,72.78,0.26,15.1,0.04,0.44,1.63,4.07,3.9,0.15,Sand
619B,72.19,0.38,15.26,0.02,0.6,2.32,4.19,2.68,0.25,Sand
623B,69.16,0.61,16.24,0.02,0.9,3.3,3.93,2.22,0.25,Sand
323B,71.99,0.09,16.42,0.06,0.17,2.44,4.95,2.18,0.09,Sand
321B,72.05,0.09,16.34,0.03,0.25,2.48,4.42,2.44,0.16,Sand
330B,70.72,0.18,16.46,0.04,0.37,3.1,4.28,2.5,0.18,Sand
311B,70.56,0.1,17.81,0.07,0.26,3.4,4.92,1.33,0.12,Sand
305B,71.16,0.09,17.3,0.04,0.27,3.33,4.92,1.41,0.12,Sand
304B,70.55,0.13,17.22,0.06,0.4,3.85,4.2,1.53,0.15,Sand
308B,70.15,0.17,17.51,0.03,0.45,3.83,4.12,1.86,0.2,Sand
939-90-20,33.09,0.41,10.9,0.04,2.19,24.05,0.04,2.74,0.1,Non-sand
E99111,60.8,0.28,7.29,0.1,0.74,13.84,0,0.42,0.15,Non-sand
20,80.12,0.408,7.82,0.013,0.93,0.1,0.3,2.53,0.03,Non-sand
C103959,72.6,0.26,11.4,0.27,0.56,2.36,1.92,4.8,0.17,Non-sand
C210658,67.2,0.96,12.1,0.03,3.41,0.7,0.27,3.31,0.05,Non-sand
C210750,76.2,0.63,7.02,0.03,1.34,0.23,0.55,2.96,0.07,Non-sand
C224052,75.65,0.48,9.07,0.02,2.52,2.08,1.16,0.67,0.5,Non-sand
D133431,53.6,0.47,14.5,0.1,2.8,6.7,2.7,5,0.07,Non-sand
D144643,54.9,0.43,11.2,0.04,4.3,7,1.5,3.8,0.18,Non-sand
D144644,49.2,0.5,12.1,0.44,1.4,12,0.13,2.3,0.21,Non-sand
D144646,62.5,0.69,14.1,0.04,1.5,2.5,3.6,3,0.12,Non-sand
D144647,79.6,0.55,10.1,0.04,0.64,0.01,0.56,1.8,0.02,Non-sand
D144648,59.2,0.62,14.1,0.04,2.8,3.3,0.67,2.6,0.14,Non-sand
D144649,68.7,0.46,11.2,0.04,2.4,2.8,1.2,2.8,0.16,Non-sand
D144650,61.9,0.68,17.2,0.04,2.1,0.11,0.5,3.1,0.12,Non-sand
D144652,71.8,0.31,15.4,0.04,0.42,0.22,2.6,3.7,0.01,Non-sand
D144655,58.5,0.89,16.6,0.04,2.3,1.3,0.76,4.3,0.17,Non-sand
D144657,54.1,0.34,7.8,0.33,1.8,15,0.57,1.5,0.11,Non-sand
D144658,55.3,0.43,11.4,0.04,4.1,7.3,1.3,3.8,0.18,Non-sand
D144660,64.5,0.63,18,0.04,0.51,0.48,0.09,2.8,0.02,Non-sand
D144661,69.1,0.55,11.3,0.04,2.3,2.2,1.1,2.6,0.32,Non-sand
D144662,66.8,0.36,17.1,0.04,0.35,0.7,0.74,3.2,0.02,Non-sand
D144665,61.9,0.71,16.8,0.04,1.6,0.48,0.9,2,0.05,Non-sand
D144666,73,0.36,13.4,0.04,0.51,1,0.57,3.5,0.01,Non-sand
D144668,55,0.86,19.3,0.02,1.7,2,0.09,2.4,0.17,Non-sand
D144669,66.3,0.68,18.6,0.04,0.26,0.06,0.19,3.6,0.03,Non-sand
D144670,55,0.41,11.4,0.04,4.1,7.3,1.4,3.8,0.18,Non-sand
D144672,61.9,0.68,18.2,0.02,1.2,0.09,0.64,2.3,0.12,Non-sand
D144674,63.5,0.57,13.8,0.02,2.7,2.8,1,3,0.17,Non-sand
D144675,54.9,0.39,11.2,0.04,4.2,7.3,1.3,3.8,0.18,Non-sand
D144676,69.4,0.34,9.3,0.02,1.5,5.4,0.13,1.5,0.3,Non-sand
D144677,65.8,0.63,15.5,0.02,0.96,0.42,0.32,2,0.04,Non-sand
D144679,66.9,0.61,14.9,0.02,0.96,1.1,1.3,3.2,0.13,Non-sand
D144680,67.4,0.53,10.3,0.02,1.4,5.2,0.93,2.3,0.15,Non-sand
D144681,52.3,0.59,16.7,0.04,2,5.4,0.16,2.6,0.17,Non-sand
D144682,59.7,0.51,13.3,0.02,1.9,5.6,0.22,2.3,0.31,Non-sand
D144683,60,0.67,20.1,0.02,0.8,1.2,0.16,2.6,0.02,Non-sand
D144685,66.7,0.66,14.5,0.02,1.2,0.7,1.3,3.3,0.16,Non-sand
D144686,52.6,0.68,18.2,0.02,1.9,2.6,5.3,2.1,0.18,Non-sand
D144687,54.9,0.36,11.3,0.04,4.1,7,1.3,3.8,0.19,Non-sand
D144688,56.9,0.61,16.5,0.02,1.7,3,1.4,2.3,0.07,Non-sand
D144689,67.8,0.58,14.7,0.02,1.5,0.86,1.2,4.1,0.18,Non-sand
D144691,63.2,0.68,15.1,0.04,1.5,1.6,1.2,2.7,0.13,Non-sand
D144692,59.4,0.21,5.3,0.02,0.54,17.1,0.13,0.81,0.4,Non-sand
D144694,59.1,0.57,18.3,0.02,2.1,1.2,2.8,3.6,0.04,Non-sand
D144695,53.9,0.68,19.1,0.04,1.9,0.76,0.61,3.3,0.08,Non-sand
D144696,60.5,0.48,15.1,0.04,2.1,4.2,0.61,2.6,0.34,Non-sand
D144697,72.2,0.63,12.5,0.01,1.5,1.6,0.57,2,0.09,Non-sand
D144699,76.8,0.58,10.5,0.02,1.3,0.83,0.16,1.9,0.04,Non-sand
D144701,50.2,0.41,9,0.25,1.9,16.2,0.93,1.9,0.14,Non-sand
D144702,70.5,0.66,12.7,0.02,1.7,1.2,0.19,2.2,0.06,Non-sand
D144703,54.1,1.2,19.4,0.03,2,1.1,0.42,2.6,0.02,Non-sand
D144704,48.4,0.35,5.8,0.06,2.7,19.1,0.64,1.5,0.23,Non-sand
D144705,67.9,0.59,14.2,0.02,1.4,0.31,0.19,3.8,0.02,Non-sand
D144706,55.4,0.47,11.3,0.04,4.3,7,1.6,3.9,0.19,Non-sand
D144707,66.7,0.64,13,0.02,2,1.2,0.96,2.5,0.03,Non-sand
D144708,53.4,0.73,15.5,0.05,3,5.5,2.7,3.6,0.1,Non-sand
D144709,62.5,0.79,16.4,0.02,1.8,0.74,0.3,3.1,0.09,Non-sand
D144710,66.8,0.55,13.7,0.05,1.4,1.3,1.7,2.8,0.17,Non-sand
D144711,79.7,0.68,9.2,0.02,0.42,0.8,0.25,0.72,0.06,Non-sand
D144712,61,0.79,20.6,0.02,1.2,0.61,0.15,2.4,0.06,Non-sand
D144713,78.1,0.44,7.6,0.02,0.74,4,0.48,1.6,0.05,Non-sand
D144714,57.9,0.65,14,0.04,4.8,4,0.35,2.3,0.21,Non-sand
D144715,65.3,0.41,11.9,0.03,2.9,3.4,1.2,2.8,0.19,Non-sand
D144716,62.2,0.76,16.4,0.02,1.5,1.5,0.35,1.8,0.05,Non-sand
D144717,76.9,0.6,10.5,0.02,1.2,0.8,0.67,2,0.09,Non-sand
D144718,56.8,0.41,9,0.02,4.8,8.4,0.52,2.1,0.18,Non-sand
D144719,70.8,0.6,14.9,0.02,1.2,0.9,1.4,4.2,0.01,Non-sand
D144720,62,0.58,11.8,0.02,2.3,5.3,0.55,2.4,0.44,Non-sand
D144721,64.6,0.61,15,0.02,1.4,1.7,1.3,2.8,0.07,Non-sand
D144722,57.2,0.81,16.5,0.02,2.5,0.9,0.86,3.8,0.05,Non-sand
D144723,55,0.42,9.7,0.1,4.9,9.4,0.35,2.3,0.19,Non-sand
D144725,54.1,0.65,14.2,0.06,4.9,5,0.57,2.4,0.21,Non-sand
D144726,48.6,0.37,7.6,0.04,1.8,18.1,0.03,1.5,0.32,Non-sand
D144727,84.4,0.44,7.4,0.02,0.7,1.2,0.13,1.8,0.01,Non-sand
D144728,57.3,0.5,11.8,0.08,3.5,7.3,0.22,3.4,0.17,Non-sand
D144729,60.5,0.65,16,0.02,2.6,2.4,1.5,2.7,0.22,Non-sand
D144730,48.1,0.57,11.2,0.06,4.5,12.6,0.51,2,0.13,Non-sand
D144731,56.9,0.77,15.2,0.04,2.5,4.1,3.5,3.4,0.13,Non-sand
D144732,61,0.61,12.5,0.12,2.3,4.8,2.8,2.9,0.23,Non-sand
D144734,58.3,0.56,11.3,0.02,2.5,9.6,0.13,2.2,0.33,Non-sand
D144735,64.5,0.39,18.6,0.04,0.51,2.2,1,3.8,0.02,Non-sand
D144736,58.8,0.72,19.9,0.02,1.5,1,0.1,2.4,0.04,Non-sand
D144737,63.2,0.66,15.7,0.07,2.4,1.6,3,2.7,0.06,Non-sand
D144738,59.6,0.68,16,0.04,2.1,2,1.2,2.8,0.17,Non-sand
D144739,74.4,0.45,11.9,0.03,1.3,0.67,0.9,2.7,0.18,Non-sand
D144740,59.5,0.54,13.4,0.03,2.4,3.1,2.1,2.5,0.12,Non-sand
D144741,64.4,0.67,16.7,0.05,1.1,1.3,0.18,2.1,0.12,Non-sand
